Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Layoff_Month,Layoff_Quarter,Funding_Status,Layoff_Level
Zendesk,San Francisco Bay Area,USA,North America,320.0,2023-05-31,8.0,4000.0,3680.0,Support,Acquired,85.0,2023,37.77493,-122.41942,5,2,Yes,Heavy
ZipRecruiter,Los Angeles,USA,North America,270.0,2023-05-31,20.0,1350.0,1080.0,Recruiting,Post-Ipo,769.0,2023,34.05223,-118.24368,5,2,Yes,Heavy
Vendr,Boston,USA,North America,100.0,2023-05-31,25.0,400.0,300.0,Other,Series B,216.0,2023,42.35843,-71.05977,5,2,Yes,Moderate
Mux,San Francisco Bay Area,USA,North America,40.0,2023-05-31,30.0,133.0,93.0,Infrastructure,Series D,173.0,2023,37.77493,-122.41942,5,2,Yes,Mild
Away,New York City,USA,North America,22.0,2023-05-31,8.0,275.0,253.0,Retail,Series D,181.0,2023,40.71427,-74.00597,5,2,Yes,Mild
Taxfix,Berlin,Germany,Europe,120.0,2023-05-30,20.0,600.0,480.0,Finance,Series D,330.0,2023,52.52437,13.41053,5,2,Yes,Moderate
Evolve,Denver,USA,North America,164.0,2023-05-29,14.0,1171.0,1007.0,Travel,Series F,224.0,2023,39.73915,-104.9847,5,2,Yes,Moderate
Project44,Chicago,USA,North America,130.0,2023-05-26,10.0,1300.0,1170.0,Logistics,Unknown,817.0,2023,41.85003,-87.65005,5,2,Yes,Moderate
Airmeet,Bengaluru,India,Asia,75.0,2023-05-25,30.0,250.0,175.0,Marketing,Series B,50.0,2023,12.97194,77.59369,5,2,Yes,Moderate
Guild,Denver,USA,North America,172.0,2023-05-24,12.0,1433.0,1261.0,Education,Series F,643.0,2023,39.73915,-104.9847,5,2,Yes,Moderate
Flink,Berlin,Germany,Europe,100.0,2023-05-24,16.0,625.0,525.0,Food,Series B,1000.0,2023,52.52437,13.41053,5,2,Yes,Moderate
Western Digital,Kfar Saba,Israel,Asia,60.0,2023-05-24,7.0,857.0,797.0,Hardware,Post-Ipo,900.0,2023,32.175,34.90694,5,2,Yes,Moderate
Pie Insurance,Washington DC,USA,North America,63.0,2023-05-18,14.0,450.0,387.0,Finance,Series D,621.0,2023,38.89511,-77.03637,5,2,Yes,Moderate
Stash,New York City,USA,North America,40.0,2023-05-17,10.0,400.0,360.0,Finance,Unknown,480.0,2023,40.71427,-74.00597,5,2,Yes,Mild
Zepz,London,United Kingdom,Europe,420.0,2023-05-16,26.0,1615.0,1195.0,Finance,Series E,700.0,2023,51.50853,-0.12574,5,2,Yes,Heavy
Lemonade,New York City,USA,North America,45.0,2023-05-16,3.0,1500.0,1455.0,Finance,Post-Ipo,481.0,2023,40.71427,-74.00597,5,2,Yes,Mild
Nuro,San Francisco Bay Area,USA,North America,340.0,2023-05-12,30.0,1133.0,793.0,Transportation,Series D,2100.0,2023,37.38605,-122.08385,5,2,Yes,Heavy
Happay,Bengaluru,India,Asia,160.0,2023-05-12,35.0,457.0,297.0,Finance,Acquired,21.0,2023,12.97194,77.59369,5,2,Yes,Moderate
Cornershop,Santiago,Chile,South America,250.0,2023-05-11,11.0,2273.0,2023.0,Food,Acquired,31.0,2023,-33.45694,-70.64827,5,2,Yes,Heavy
Redbubble,Melbourne,Australia,Australia,70.0,2023-05-10,23.0,304.0,234.0,Retail,Post-Ipo,55.0,2023,-37.814,144.96332,5,2,Yes,Moderate
Similarweb,New York City,USA,North America,60.0,2023-05-10,6.0,1000.0,940.0,Other,Post-Ipo,235.0,2023,40.71427,-74.00597,5,2,Yes,Moderate
Stack Overflow,New York City,USA,North America,58.0,2023-05-10,10.0,580.0,522.0,Recruiting,Acquired,153.0,2023,40.71427,-74.00597,5,2,Yes,Moderate
Akamai,Boston,USA,North America,290.0,2023-05-09,3.0,9667.0,9377.0,Security,Post-Ipo,35.0,2023,42.35843,-71.05977,5,2,Yes,Heavy
Sonatype,Baltimore,USA,North America,100.0,2023-05-09,14.0,714.0,614.0,Security,Acquired,154.0,2023,39.29038,-76.61219,5,2,Yes,Moderate
AudioCodes,Tel Aviv,Israel,Asia,80.0,2023-05-09,6.0,1333.0,1253.0,Other,Post-Ipo,91.0,2023,32.08088,34.78057,5,2,Yes,Moderate
LinkedIn,San Francisco Bay Area,USA,North America,716.0,2023-05-08,4.0,17900.0,17184.0,Recruiting,Acquired,154.0,2023,37.36883,-122.03635,5,2,Yes,Heavy
Twist Bioscience,San Francisco Bay Area,USA,North America,270.0,2023-05-05,25.0,1080.0,810.0,Healthcare,Post-Ipo,503.0,2023,37.77493,-122.41942,5,2,Yes,Heavy
Meesho,Bengaluru,India,Asia,251.0,2023-05-05,15.0,1673.0,1422.0,Retail,Series F,1100.0,2023,12.97194,77.59369,5,2,Yes,Heavy
Shopify,Ottawa,Canada,North America,2300.0,2023-05-04,20.0,11500.0,9200.0,Retail,Post-Ipo,122.0,2023,45.41117,-75.69812,5,2,Yes,Heavy
Sabre,Dallas,USA,North America,1100.0,2023-05-04,15.0,7333.0,6233.0,Travel,Post-Ipo,182.0,2023,32.78306,-96.80667,5,2,Yes,Heavy
Autograph,Los Angeles,USA,North America,30.0,2023-05-04,33.0,91.0,61.0,Crypto,Series B,205.0,2023,34.05223,-118.24368,5,2,Yes,Mild
Earnix,Tel Aviv,Israel,Asia,30.0,2023-05-04,10.0,300.0,270.0,Finance,Unknown,100.0,2023,32.08088,34.78057,5,2,Yes,Mild
Karma,Tel Aviv,Israel,Asia,20.0,2023-05-04,28.0,71.0,51.0,Retail,Series A,34.0,2023,32.08088,34.78057,5,2,Yes,Mild
Unity,San Francisco Bay Area,USA,North America,600.0,2023-05-03,8.0,7500.0,6900.0,Other,Post-Ipo,1300.0,2023,37.77493,-122.41942,5,2,Yes,Heavy
Upwork,San Francisco Bay Area,USA,North America,137.0,2023-05-03,15.0,913.0,776.0,Other,Post-Ipo,168.0,2023,37.77493,-122.41942,5,2,Yes,Moderate
Brightcove,Boston,USA,North America,70.0,2023-05-03,10.0,700.0,630.0,Marketing,Post-Ipo,145.0,2023,42.35843,-71.05977,5,2,Yes,Moderate
Healthy.io,Tel Aviv,Israel,Asia,70.0,2023-05-03,33.0,212.0,142.0,Healthcare,Series D,185.0,2023,32.08088,34.78057,5,2,Yes,Moderate
TheSkimm,New York City,USA,North America,22.0,2023-05-03,13.0,169.0,147.0,Media,Series C,28.0,2023,40.71427,-74.00597,5,2,Yes,Mild
Bishop Fox,Phoenix,USA,North America,50.0,2023-05-02,13.0,385.0,335.0,Security,Series B,146.0,2023,33.44838,-112.07404,5,2,Yes,Moderate
Zoomo,Sydney,Australia,Australia,27.0,2023-05-02,8.0,338.0,311.0,Transportation,Series B,105.0,2023,-33.86785,151.20732,5,2,Yes,Mild
Cue Health,San Diego,USA,North America,326.0,2023-04-28,30.0,1087.0,761.0,Healthcare,Post-Ipo,899.0,2023,32.71571,-117.16472,4,2,Yes,Heavy
N26,Berlin,Germany,Europe,71.0,2023-04-28,4.0,1775.0,1704.0,Finance,Series E,1700.0,2023,52.52437,13.41053,4,2,Yes,Moderate
Dropbox,San Francisco Bay Area,USA,North America,500.0,2023-04-27,16.0,3125.0,2625.0,Other,Post-Ipo,1700.0,2023,37.77493,-122.41942,4,2,Yes,Heavy
Alteryx,Los Angeles,USA,North America,320.0,2023-04-27,11.0,2909.0,2589.0,Data,Post-Ipo,613.0,2023,34.05223,-118.24368,4,2,Yes,Heavy
Vroom,New York City,USA,North America,120.0,2023-04-27,11.0,1091.0,971.0,Transportation,Post-Ipo,1300.0,2023,40.71427,-74.00597,4,2,Yes,Moderate
Greenhouse,New York City,USA,North America,100.0,2023-04-27,12.0,833.0,733.0,Recruiting,Private Equity,110.0,2023,40.71427,-74.00597,4,2,Yes,Moderate
Megaport,Brisbane,Australia,Australia,50.0,2023-04-27,16.0,313.0,263.0,Infrastructure,Post-Ipo,98.0,2023,-27.46794,153.02809,4,2,Yes,Moderate
Airtasker,Sydney,Australia,Australia,45.0,2023-04-27,20.0,225.0,180.0,Retail,Series C,26.0,2023,-33.86785,151.20732,4,2,Yes,Mild
Chief,New York City,USA,North America,43.0,2023-04-27,14.0,307.0,264.0,Other,Series B,140.0,2023,40.71427,-74.00597,4,2,Yes,Mild
Tickertape,Bengaluru,India,Asia,29.0,2023-04-27,29.0,100.0,71.0,Finance,Seed,5.0,2023,12.97194,77.59369,4,2,Yes,Mild
Teampay,New York City,USA,North America,30.0,2023-04-26,33.0,91.0,61.0,Finance,Series B,79.0,2023,40.71427,-74.00597,4,2,Yes,Mild
Rapid,San Francisco Bay Area,USA,North America,115.0,2023-04-25,50.0,230.0,115.0,Finance,Series D,272.0,2023,37.77493,-122.41942,4,2,Yes,Moderate
Rapid,San Francisco Bay Area,USA,North America,70.0,2023-04-25,30.0,233.0,163.0,Finance,Series D,272.0,2023,37.77493,-122.41942,4,2,Yes,Moderate
Flink,Berlin,Germany,Europe,8000.0,2023-04-24,40.0,20000.0,12000.0,Food,Series B,1000.0,2023,52.52437,13.41053,4,2,Yes,Heavy
BigPanda,San Francisco Bay Area,USA,North America,40.0,2023-04-24,13.0,308.0,268.0,Infrastructure,Series E,337.0,2023,37.48522,-122.23635,4,2,Yes,Mild
Lyft,San Francisco Bay Area,USA,North America,1072.0,2023-04-21,26.0,4123.0,3051.0,Transportation,Post-Ipo,4900.0,2023,37.77493,-122.41942,4,2,Yes,Heavy
Benchling,San Francisco Bay Area,USA,North America,74.0,2023-04-21,9.0,822.0,748.0,Other,Series F,411.0,2023,37.77493,-122.41942,4,2,Yes,Moderate
BuzzFeed,New York City,USA,North America,180.0,2023-04-20,15.0,1200.0,1020.0,Media,Post-Ipo,696.0,2023,40.71427,-74.00597,4,2,Yes,Moderate
Koo,Bengaluru,India,Asia,78.0,2023-04-20,30.0,260.0,182.0,Consumer,Series B,50.0,2023,12.97194,77.59369,4,2,Yes,Moderate
Gloat,New York City,USA,North America,35.0,2023-04-20,12.0,292.0,257.0,Hr,Series D,192.0,2023,40.71427,-74.00597,4,2,Yes,Mild
WalkMe,San Francisco Bay Area,USA,North America,112.0,2023-04-19,10.0,1120.0,1008.0,Other,Post-Ipo,307.0,2023,37.77493,-122.41942,4,2,Yes,Moderate
Opendoor,San Francisco Bay Area,USA,North America,560.0,2023-04-18,22.0,2545.0,1985.0,Real Estate,Post-Ipo,1900.0,2023,37.77493,-122.41942,4,2,Yes,Heavy
Culture Amp,Melbourne,Australia,Australia,90.0,2023-04-18,9.0,1000.0,910.0,Hr,Series F,257.0,2023,-37.814,144.96332,4,2,Yes,Moderate
TRM Labs,San Francisco Bay Area,USA,North America,16.0,2023-04-18,9.0,178.0,162.0,Crypto,Series B,149.0,2023,37.77493,-122.41942,4,2,Yes,Mild
Clearcover,Chicago,USA,North America,81.0,2023-04-17,15.0,540.0,459.0,Finance,Series D,304.0,2023,41.85003,-87.65005,4,2,Yes,Moderate
Paper,Montreal,Canada,North America,81.0,2023-04-17,3.0,2700.0,2619.0,Education,Series D,389.0,2023,45.50884,-73.58781,4,2,Yes,Moderate
Ynsect,Paris,France,Europe,17.0,2023-04-17,25.0,68.0,51.0,Food,Series D,579.0,2023,48.85341,2.3488,4,2,Yes,Mild
Drip Capital,San Francisco Bay Area,USA,North America,75.0,2023-04-14,20.0,375.0,300.0,Finance,Series C,85.0,2023,37.44188,-122.14302,4,2,Yes,Moderate
Community Gami…,New York City,USA,North America,17.0,2023-04-14,17.0,100.0,83.0,Crypto,Series A,18.0,2023,40.71427,-74.00597,4,2,Yes,Mild
Astronomer,Cincinnati,USA,North America,100.0,2023-04-13,40.0,250.0,150.0,Data,Series C,282.0,2023,39.12711,-84.51439,4,2,Yes,Moderate
Viasat,San Diego,USA,North America,300.0,2023-04-12,4.0,7500.0,7200.0,Other,Post-Ipo,366.0,2023,32.71571,-117.16472,4,2,Yes,Heavy
Milkrun,Sydney,Australia,Australia,400.0,2023-04-11,100.0,400.0,0.0,Food,Series A,86.0,2023,-33.86785,151.20732,4,2,Yes,Heavy
Redfin,Seattle,USA,North America,201.0,2023-04-11,4.0,5025.0,4824.0,Real Estate,Post-Ipo,320.0,2023,47.60621,-122.33207,4,2,Yes,Heavy
Permutive,London,United Kingdom,Europe,80.0,2023-04-11,40.0,200.0,120.0,Marketing,Series C,105.0,2023,51.50853,-0.12574,4,2,Yes,Moderate
Examedi,Santiago,Chile,South America,45.0,2023-04-11,25.0,180.0,135.0,Healthcare,Unknown,19.0,2023,-33.45694,-70.64827,4,2,Yes,Mild
Flock Freight,San Diego,USA,North America,45.0,2023-04-10,8.0,563.0,518.0,Logistics,Series D,399.0,2023,32.71571,-117.16472,4,2,Yes,Mild
Nori,Seattle,USA,North America,10.0,2023-04-10,37.0,27.0,17.0,Energy,Unknown,13.0,2023,47.60621,-122.33207,4,2,Yes,Mild
Simpl,Bengaluru,India,Asia,150.0,2023-04-09,25.0,600.0,450.0,Finance,Series B,71.0,2023,12.97194,77.59369,4,2,Yes,Moderate
Pear Therapeutics,Boston,USA,North America,170.0,2023-04-07,92.0,185.0,15.0,Healthcare,Post-Ipo,409.0,2023,42.35843,-71.05977,4,2,Yes,Moderate
ZestMoney,Bengaluru,India,Asia,100.0,2023-04-07,20.0,500.0,400.0,Finance,Series C,120.0,2023,12.97194,77.59369,4,2,Yes,Moderate
Dunzo,Bengaluru,India,Asia,300.0,2023-04-05,30.0,1000.0,700.0,Food,Unknown,382.0,2023,12.97194,77.59369,4,2,Yes,Heavy
Amplitude,San Francisco Bay Area,USA,North America,99.0,2023-04-05,13.0,762.0,663.0,Data,Post-Ipo,311.0,2023,37.77493,-122.41942,4,2,Yes,Moderate
Talent.com,Montreal,Canada,North America,86.0,2023-04-05,18.0,478.0,392.0,Recruiting,Series B,150.0,2023,45.50884,-73.58781,4,2,Yes,Moderate
Boost,New York City,USA,North America,15.0,2023-04-04,20.0,75.0,60.0,Finance,Series B,37.0,2023,40.71427,-74.00597,4,2,Yes,Mild
View,San Francisco Bay Area,USA,North America,170.0,2023-04-03,23.0,739.0,569.0,Other,Post-Ipo,2300.0,2023,37.77493,-122.41942,4,2,Yes,Moderate
Guideline,San Francisco Bay Area,USA,North America,48.0,2023-04-03,11.0,436.0,388.0,Finance,Series E,339.0,2023,37.5841,-122.36608,4,2,Yes,Mild
Textio,Seattle,USA,North America,15.0,2023-04-03,12.0,125.0,110.0,Recruiting,Unknown,42.0,2023,47.60621,-122.33207,4,2,Yes,Mild
Domestika,Madrid,Spain,Europe,89.0,2023-03-31,45.0,198.0,109.0,Education,Series D,130.0,2023,40.4165,-3.70256,3,1,Yes,Moderate
Roku,San Francisco Bay Area,USA,North America,200.0,2023-03-30,6.0,3333.0,3133.0,Media,Post-Ipo,208.0,2023,37.33939,-121.89496,3,1,Yes,Heavy
FanClash,Gurugram,India,Asia,100.0,2023-03-30,75.0,133.0,33.0,Consumer,Series B,50.0,2023,28.4601,77.02635,3,1,Yes,Moderate
Loop,Austin,USA,North America,19.0,2023-03-30,25.0,76.0,57.0,Finance,Series A,24.0,2023,30.26715,-97.74306,3,1,Yes,Mild
Crossbeam,Philadelphia,USA,North America,17.0,2023-03-30,15.0,113.0,96.0,Sales,Series C,116.0,2023,39.95238,-75.16362,3,1,Yes,Mild
Electronic Arts,San Francisco Bay Area,USA,North America,780.0,2023-03-29,6.0,13000.0,12220.0,Consumer,Post-Ipo,2.0,2023,37.48522,-122.23635,3,1,Yes,Heavy
iCAD,Nashua,USA,North America,23.0,2023-03-29,28.0,82.0,59.0,Healthcare,Post-Ipo,59.0,2023,42.76537,-71.46757,3,1,Yes,Mild
Lucid Motors,San Francisco Bay Area,USA,North America,1300.0,2023-03-28,18.0,7222.0,5922.0,Transportation,Post-Ipo,8300.0,2023,37.52966,-122.04024,3,1,Yes,Heavy
AEye,San Francisco Bay Area,USA,North America,46.0,2023-03-28,33.0,139.0,93.0,Transportation,Post-Ipo,314.0,2023,37.77493,-122.41942,3,1,Yes,Mild
Slite,Paris,France,Europe,10.0,2023-03-23,25.0,40.0,30.0,Other,Series A,15.0,2023,48.85341,2.3488,3,1,Yes,Mild
Indeed,Austin,USA,North America,2200.0,2023-03-22,15.0,14667.0,12467.0,Hr,Acquired,5.0,2023,30.26715,-97.74306,3,1,Yes,Heavy
Glassdoor,San Francisco Bay Area,USA,North America,140.0,2023-03-22,15.0,933.0,793.0,Hr,Acquired,204.0,2023,37.77493,-122.41942,3,1,Yes,Moderate
Wejo,Chester,United Kingdom,Europe,40.0,2023-03-22,16.0,250.0,210.0,Transportation,Post-Ipo,376.0,2023,53.1905,-2.89189,3,1,Yes,Mild
Workhuman,Dublin,Ireland,Europe,130.0,2023-03-21,10.0,1300.0,1170.0,Hr,Unknown,131.0,2023,53.33306,-6.24889,3,1,Yes,Moderate
FreshBooks,Toronto,Canada,North America,80.0,2023-03-21,10.0,800.0,720.0,Finance,Unknown,331.0,2023,43.70643,-79.39864,3,1,Yes,Moderate
Smallcase,Bengaluru,India,Asia,15.0,2023-03-21,4.0,375.0,360.0,Finance,Series C,62.0,2023,12.97194,77.59369,3,1,Yes,Mild
Amazon,Seattle,USA,North America,9000.0,2023-03-20,2.295918367346939,392000.0,383000.0,Retail,Post-Ipo,108.0,2023,47.60621,-122.33207,3,1,Yes,Heavy
Livspace,Bengaluru,India,Asia,100.0,2023-03-17,2.0,5000.0,4900.0,Retail,Series F,431.0,2023,12.97194,77.59369,3,1,Yes,Moderate
Symend,Calgary,Canada,North America,50.0,2023-03-17,25.0,200.0,150.0,Other,Series C,148.0,2023,51.05011,-114.08529,3,1,Yes,Moderate
Freshworks,San Francisco Bay Area,USA,North America,114.0,2023-03-16,2.0,5700.0,5586.0,Support,Post-Ipo,484.0,2023,37.56299,-122.32553,3,1,Yes,Moderate
Course Hero,San Francisco Bay Area,USA,North America,42.0,2023-03-16,15.0,280.0,238.0,Education,Series C,477.0,2023,37.48522,-122.23635,3,1,Yes,Mild
Leafly,Seattle,USA,North America,40.0,2023-03-16,21.0,190.0,150.0,Retail,Post-Ipo,71.0,2023,47.60621,-122.33207,3,1,Yes,Mild
Dukaan,Bengaluru,India,Asia,56.0,2023-03-15,30.0,187.0,131.0,Retail,Series A,17.0,2023,12.97194,77.59369,3,1,Yes,Moderate
Boxed,New York City,USA,North America,32.0,2023-03-15,25.0,128.0,96.0,Retail,Post-Ipo,365.0,2023,40.71427,-74.00597,3,1,Yes,Mild
TradeWindow,Auckland,New Zealand,Australia,25.0,2023-03-15,30.0,83.0,58.0,Finance,Series B,24.0,2023,-36.84853,174.76349,3,1,Yes,Mild
Meta,San Francisco Bay Area,USA,North America,10000.0,2023-03-14,13.5841170323929,73615.0,63615.0,Consumer,Post-Ipo,26000.0,2023,37.45383,-122.18219,3,1,Yes,Heavy
Fetch,Madison,USA,North America,100.0,2023-03-14,10.0,1000.0,900.0,Retail,Series E,581.0,2023,43.07305,-89.40123,3,1,Yes,Moderate
Anchorage Digital,San Francisco Bay Area,USA,North America,75.0,2023-03-14,20.0,375.0,300.0,Crypto,Series D,487.0,2023,37.77493,-122.41942,3,1,Yes,Moderate
Avidbots,Kitchener,Canada,North America,50.0,2023-03-14,14.0,357.0,307.0,Hardware,Series C,106.0,2023,43.42537,-80.5112,3,1,Yes,Moderate
Kaleidoscope,Minneapolis,USA,North America,15.0,2023-03-14,30.0,50.0,35.0,Finance,Series A,16.0,2023,44.97997,-93.26384,3,1,Yes,Mild
Xero,Wellington,New Zealand,Australia,800.0,2023-03-09,15.0,5333.0,4533.0,Finance,Post-Ipo,681.0,2023,-41.28664,174.77557,3,1,Yes,Heavy
Gopuff,Philadelphia,USA,North America,100.0,2023-03-09,2.0,5000.0,4900.0,Food,Series H,3400.0,2023,39.95238,-75.16362,3,1,Yes,Moderate
Wattpad,Toronto,Canada,North America,42.0,2023-03-08,15.0,280.0,238.0,Media,Acquired,117.0,2023,43.70643,-79.39864,3,1,Yes,Mild
Pristyn Care,Gurugram,India,Asia,300.0,2023-03-07,15.0,2000.0,1700.0,Healthcare,Series E,177.0,2023,28.4601,77.02635,3,1,Yes,Heavy
Zwift,Los Angeles,USA,North America,80.0,2023-03-07,15.0,533.0,453.0,Fitness,Series C,619.0,2023,34.05223,-118.24368,3,1,Yes,Moderate
Atlassian,Sydney,Australia,Australia,500.0,2023-03-06,5.0,10000.0,9500.0,Other,Post-Ipo,210.0,2023,-33.86785,151.20732,3,1,Yes,Heavy
SiriusXM,New York City,USA,North America,475.0,2023-03-06,8.0,5938.0,5463.0,Media,Post-Ipo,525.0,2023,40.71427,-74.00597,3,1,Yes,Heavy
Loft,Sao Paulo,Brazil,South America,340.0,2023-03-03,15.0,2267.0,1927.0,Real Estate,Unknown,788.0,2023,-23.5475,-46.63611,3,1,Yes,Heavy
Embark Trucks,San Francisco Bay Area,USA,North America,230.0,2023-03-03,70.0,329.0,99.0,Transportation,Post-Ipo,317.0,2023,37.77493,-122.41942,3,1,Yes,Heavy
Zscaler,San Francisco Bay Area,USA,North America,177.0,2023-03-02,3.0,5900.0,5723.0,Security,Post-Ipo,148.0,2023,37.33939,-121.89496,3,1,Yes,Moderate
Fittr,Pune,India,Asia,30.0,2023-03-02,11.0,273.0,243.0,Fitness,Series A,13.0,2023,18.51957,73.85535,3,1,Yes,Mild
CNET,San Francisco Bay Area,USA,North America,12.0,2023-03-02,10.0,120.0,108.0,Media,Acquired,20.0,2023,37.77493,-122.41942,3,1,Yes,Mild
Thoughtworks,Chicago,USA,North America,500.0,2023-03-01,4.0,12500.0,12000.0,Other,Post-Ipo,748.0,2023,41.85003,-87.65005,3,1,Yes,Heavy
iFood,Sao Paulo,Brazil,South America,355.0,2023-03-01,6.0,5917.0,5562.0,Food,Subsidiary,2100.0,2023,-23.5475,-46.63611,3,1,Yes,Heavy
Waymo,San Francisco Bay Area,USA,North America,209.0,2023-03-01,8.0,2613.0,2404.0,Transportation,Subsidiary,5.5,2023,37.38605,-122.08385,3,1,Yes,Heavy
PayFit,Paris,France,Europe,200.0,2023-03-01,20.0,1000.0,800.0,Hr,Series E,495.0,2023,48.85341,2.3488,3,1,Yes,Heavy
Sonder,San Francisco Bay Area,USA,North America,100.0,2023-03-01,14.0,714.0,614.0,Travel,Post-Ipo,839.0,2023,37.77493,-122.41942,3,1,Yes,Moderate
Eventbrite,San Francisco Bay Area,USA,North America,80.0,2023-02-28,8.0,1000.0,920.0,Consumer,Post-Ipo,557.0,2023,37.77493,-122.41942,2,1,Yes,Moderate
Cerebral,Walnut,USA,North America,285.0,2023-02-27,15.0,1900.0,1615.0,Healthcare,Series C,462.0,2023,34.02029,-117.86534,2,1,Yes,Heavy
Amount,Chicago,USA,North America,130.0,2023-02-27,25.0,520.0,390.0,Finance,Unknown,283.0,2023,41.85003,-87.65005,2,1,Yes,Moderate
Palantir,Denver,USA,North America,75.0,2023-02-27,2.0,3750.0,3675.0,Data,Post-Ipo,3000.0,2023,39.73915,-104.9847,2,1,Yes,Moderate
Outreach,Seattle,USA,North America,70.0,2023-02-27,7.0,1000.0,930.0,Sales,Series G,489.0,2023,47.60621,-122.33207,2,1,Yes,Moderate
Stytch,San Francisco Bay Area,USA,North America,19.0,2023-02-27,25.0,76.0,57.0,Security,Series B,126.0,2023,37.77493,-122.41942,2,1,Yes,Mild
Twitter,San Francisco Bay Area,USA,North America,200.0,2023-02-25,10.0,2000.0,1800.0,Consumer,Post-Ipo,12900.0,2023,37.77493,-122.41942,2,1,Yes,Heavy
Ericsson,Stockholm,Sweden,Europe,8500.0,2023-02-24,8.0,106250.0,97750.0,Other,Post-Ipo,663.0,2023,59.32938,18.06871,2,1,Yes,Heavy
OneFootball,Berlin,Germany,Europe,150.0,2023-02-23,32.0,469.0,319.0,Marketing,Series D,442.0,2023,52.52437,13.41053,2,1,Yes,Moderate
Green Labs,Seoul,South Korea,Asia,350.0,2023-02-21,70.0,500.0,150.0,Food,Series C,214.0,2023,37.566,126.9784,2,1,Yes,Heavy
Polygon,Bengaluru,India,Asia,100.0,2023-02-21,20.0,500.0,400.0,Crypto,Unknown,451.0,2023,12.97194,77.59369,2,1,Yes,Moderate
Basis Technologies,Chicago,USA,North America,40.0,2023-02-21,4.0,1000.0,960.0,Marketing,Series B,52.0,2023,41.85003,-87.65005,2,1,Yes,Mild
MyGate,Bengaluru,India,Asia,200.0,2023-02-20,30.0,667.0,467.0,Other,Series B,79.0,2023,12.97194,77.59369,2,1,Yes,Heavy
Fireblocks,New York City,USA,North America,30.0,2023-02-20,5.0,600.0,570.0,Crypto,Series E,1000.0,2023,40.71427,-74.00597,2,1,Yes,Mild
Kinde,Sydney,Australia,Australia,8.0,2023-02-20,28.0,29.0,21.0,Other,Seed,10.0,2023,-33.86785,151.20732,2,1,Yes,Mild
Micron,Boise,USA,North America,2400.0,2023-02-17,5.0,48000.0,45600.0,Hardware,Post-Ipo,50.0,2023,43.6135,-116.20345,2,1,Yes,Heavy
Chipper Cash,San Francisco Bay Area,USA,North America,100.0,2023-02-17,33.0,303.0,203.0,Finance,Series C,302.0,2023,37.77493,-122.41942,2,1,Yes,Moderate
DocuSign,San Francisco Bay Area,USA,North America,680.0,2023-02-16,10.0,6800.0,6120.0,Sales,Post-Ipo,536.0,2023,37.77493,-122.41942,2,1,Yes,Heavy
Pico Interactive,San Francisco Bay Area,USA,North America,400.0,2023-02-16,20.0,2000.0,1600.0,Other,Acquired,62.0,2023,37.38605,-122.08385,2,1,Yes,Heavy
The RealReal,San Francisco Bay Area,USA,North America,230.0,2023-02-16,7.0,3286.0,3056.0,Retail,Post-Ipo,356.0,2023,37.77493,-122.41942,2,1,Yes,Heavy
Smartsheet,Seattle,USA,North America,85.0,2023-02-16,3.0,2833.0,2748.0,Other,Post-Ipo,152.0,2023,47.60621,-122.33207,2,1,Yes,Moderate
Wix,Tel Aviv,Israel,Asia,370.0,2023-02-15,6.0,6167.0,5797.0,Marketing,Post-Ipo,58.0,2023,32.08088,34.78057,2,1,Yes,Heavy
ServiceTitan,Los Angeles,USA,North America,221.0,2023-02-15,8.0,2763.0,2542.0,Sales,Series G,1100.0,2023,34.05223,-118.24368,2,1,Yes,Heavy
Neon,Sao Paulo,Brazil,South America,210.0,2023-02-15,9.0,2333.0,2123.0,Finance,Series D,720.0,2023,-23.5475,-46.63611,2,1,Yes,Heavy
DigitalOcean,New York City,USA,North America,200.0,2023-02-15,11.0,1818.0,1618.0,Infrastructure,Post-Ipo,491.0,2023,40.71427,-74.00597,2,1,Yes,Heavy
Sprinklr,New York City,USA,North America,100.0,2023-02-15,4.0,2500.0,2400.0,Support,Post-Ipo,429.0,2023,40.71427,-74.00597,2,1,Yes,Moderate
Dropp,Berlin,Germany,Europe,60.0,2023-02-14,100.0,60.0,0.0,Retail,Unknown,2.0,2023,52.52437,13.41053,2,1,Yes,Moderate
Twilio,San Francisco Bay Area,USA,North America,1500.0,2023-02-13,17.0,8824.0,7324.0,Other,Post-Ipo,614.0,2023,37.77493,-122.41942,2,1,Yes,Heavy
